appliance_name,power_rating_watts,daily_usage_hours,star_rating,appliance_age_years,household_size,location_type,income_level,season,usage_pattern,daily_consumption_kwh,monthly_bill
Lighting,34,5.448627697138468,5,2,1,Rural,Medium,Summer,Weekday,0.1444976065281122,8760.89224885714
Water Heater,3001,6.53051032175219,2,10,1,Rural,Medium,Summer,Weekend,21.165906393624585,8760.89224885714
Computer,127,6.414377861942856,4,2,1,Rural,Medium,Summer,Weekend,0.67776882240433,8760.89224885714
Refrigerator,188,10.515504534093543,5,3,2,Rural,High,Winter,Weekday,1.571647307665621,6073.199586907301
Washing Machine,523,0.8108211093552947,1,9,2,Rural,High,Winter,Weekend,0.4753706324561502,6073.199586907301
Air Conditioner,1465,7.493079225521612,4,8,2,Rural,High,Winter,Weekend,10.186991068681143,6073.199586907301
Television,52,1.73770531112592,3,2,2,Rural,High,Winter,Weekday,0.07987883774183628,6073.199586907301
Microwave,1042,1.5431217092628422,3,2,2,Rural,High,Winter,Weekday,1.4214126138098635,6073.199586907301
Fan,127,4.96900371146367,4,3,2,Rural,High,Winter,Weekday,0.5351418237097915,6073.199586907301
Lighting,62,4.4630926631633265,5,1,2,Rural,High,Winter,Weekday,0.21168448501383655,6073.199586907301
Water Heater,3043,3.0461287292310706,1,8,2,Rural,High,Winter,Weekend,10.214845434801264,6073.199586907301
Computer,124,5.837423914179279,5,6,2,Rural,High,Winter,Weekend,0.6080260749009138,6073.199586907301
Refrigerator,184,12.978827504299225,3,5,6,Urban,High,Monsoon,Weekend,2.232877483839639,5902.467061212908
Washing Machine,494,1.4234908602942782,2,6,6,Urban,High,Monsoon,Weekend,0.7088301208652565,5902.467061212908
Air Conditioner,1507,5.627989481036827,5,2,6,Urban,High,Monsoon,Weekend,6.615476515379548,5902.467061212908
Television,139,5.439665638535096,2,5,6,Urban,High,Monsoon,Weekend,0.7485523885188147,5902.467061212908
Microwave,1020,0.3142077643604215,5,4,6,Urban,High,Monsoon,Weekday,0.2595984549145803,5902.467061212908
Fan,82,4.968227364358329,4,5,6,Urban,High,Monsoon,Weekend,0.3585072866120971,5902.467061212908
Lighting,91,10.477435721473054,2,3,6,Urban,High,Monsoon,Weekend,0.9095881047239618,5902.467061212908
Water Heater,2968,3.7299134270335874,1,8,6,Urban,High,Monsoon,Weekday,12.199562122682126,5902.467061212908
Computer,125,5.606202775177636,4,0,6,Urban,High,Monsoon,Weekend,0.5606202775177637,5902.467061212908
Refrigerator,181,20.7647644283821,1,3,4,Rural,Medium,Monsoon,Weekend,3.7847313180679203,7995.755330913593
Washing Machine,488,1.7711058566518643,2,3,4,Rural,Medium,Monsoon,Weekday,0.8245418737759888,7995.755330913593
Air Conditioner,1498,3.5913779728640196,3,1,4,Rural,Medium,Monsoon,Weekday,4.664359604304712,7995.755330913593
Television,127,4.459532807176384,2,0,4,Rural,Medium,Monsoon,Weekend,0.5097245998602606,7995.755330913593
Microwave,954,1.5929336228935616,5,1,4,Rural,Medium,Monsoon,Weekday,1.1625388873239502,7995.755330913593
Fan,32,2.3922794963588574,5,2,4,Rural,Medium,Monsoon,Weekend,0.05971129622911708,7995.755330913593
Lighting,27,8.119075986942999,3,2,4,Rural,Medium,Monsoon,Weekend,0.1937861056563555,7995.755330913593
Water Heater,2971,7.207233412948099,4,10,4,Rural,Medium,Monsoon,Weekend,20.556182851074052,7995.755330913593
Computer,194,8.29886627646534,1,1,4,Rural,Medium,Monsoon,Weekend,1.5600706758476135,7995.755330913593
Refrigerator,172,14.609790675320726,5,7,3,Rural,Medium,Monsoon,Weekend,2.148515816712666,6243.392993754408
Washing Machine,507,0.6936866003782965,3,0,3,Rural,Medium,Monsoon,Weekday,0.2989442404330269,6243.392993754408
Air Conditioner,1504,2.6608875978720197,1,9,3,Rural,Medium,Monsoon,Weekday,4.486213915810659,6243.392993754408
Television,148,4.48264081685545,5,4,3,Rural,Medium,Monsoon,Weekday,0.5373789811246313,6243.392993754408
Microwave,967,1.9818593664589683,4,7,3,Rural,Medium,Monsoon,Weekend,1.7478097027176303,6243.392993754408
Fan,60,8.208763598596672,4,7,3,Rural,Medium,Monsoon,Weekend,0.44918354411520994,6243.392993754408
Lighting,82,5.6819261340284255,1,3,3,Rural,Medium,Monsoon,Weekend,0.4691793685912632,6243.392993754408
Water Heater,3011,6.17254960451658,5,6,3,Rural,Medium,Monsoon,Weekday,15.611859361727515,6243.392993754408
Computer,162,1.6832580319571402,2,4,3,Rural,Medium,Monsoon,Weekday,0.2650525427440991,6243.392993754408
Refrigerator,176,11.490123999261446,5,5,2,Urban,Low,Monsoon,Weekday,1.668366004692762,6812.5674998363975
Washing Machine,483,1.5846565102140693,3,4,2,Urban,Low,Monsoon,Weekend,0.7026271886898571,6812.5674998363975
Air Conditioner,1461,3.3243763665841772,5,5,2,Urban,Low,Monsoon,Weekday,4.006953944053073,6812.5674998363975
Television,63,4.833089402218211,2,10,2,Urban,Low,Monsoon,Weekend,0.32884340292692704,6812.5674998363975
Microwave,1009,1.3895964039343267,4,2,2,Urban,Low,Monsoon,Weekend,1.1665495059460198,6812.5674998363975
Fan,63,3.6985780736718743,4,5,2,Urban,Low,Monsoon,Weekday,0.20504916840436874,6812.5674998363975
Lighting,74,8.937057199628619,2,8,2,Urban,Low,Monsoon,Weekend,0.6904412910145086,6812.5674998363975
Water Heater,3047,7.411630575565839,5,6,2,Urban,Low,Monsoon,Weekend,18.969920225549256,6812.5674998363975
Computer,161,4.727418229508344,3,0,2,Urban,Low,Monsoon,Weekend,0.6469471847082169,6812.5674998363975
Refrigerator,153,14.922944812861022,2,10,5,Urban,Medium,Monsoon,Weekend,2.4658674008771553,4960.146668645702
Washing Machine,498,0.5084295533910821,2,10,5,Urban,Medium,Monsoon,Weekend,0.27345375099585956,4960.146668645702
Air Conditioner,1503,3.824405123832001,4,6,5,Urban,Medium,Monsoon,Weekday,5.15028048740307,4960.146668645702
Television,129,1.7756512547924759,2,0,5,Urban,Medium,Monsoon,Weekday,0.20615311068140646,4960.146668645702
Microwave,1035,0.4441332862803594,5,10,5,Urban,Medium,Monsoon,Weekend,0.4137101561701547,4960.146668645702
Fan,128,5.761879036912383,2,9,5,Urban,Medium,Monsoon,Weekday,0.7832467887617217,4960.146668645702
Lighting,92,7.500804362046263,3,8,5,Urban,Medium,Monsoon,Weekend,0.6804129652899404,4960.146668645702
Water Heater,3022,2.872153061233353,1,7,5,Urban,Medium,Monsoon,Weekday,9.400057214784109,4960.146668645702
Computer,194,7.411774977436089,5,10,5,Urban,Medium,Monsoon,Weekend,1.2940959110603412,4960.146668645702
Refrigerator,178,14.236016822077747,3,3,6,Urban,Medium,Summer,Weekend,2.283143905891185,7144.605532110107
Washing Machine,452,1.3867089758444375,4,1,6,Urban,Medium,Summer,Weekday,0.5114626449786556,7144.605532110107
Air Conditioner,1483,10.318168814698074,1,3,6,Urban,Medium,Summer,Weekday,15.408957262662625,7144.605532110107
Television,78,6.069805583271932,1,9,6,Urban,Medium,Summer,Weekend,0.5307316605901311,7144.605532110107
Microwave,1013,1.3007340919361585,2,1,6,Urban,Medium,Summer,Weekday,1.2095968570505595,7144.605532110107
Fan,93,20.074695899366098,2,9,6,Urban,Medium,Summer,Weekend,1.982697415196792,7144.605532110107
Lighting,49,7.592351246773646,5,8,6,Urban,Medium,Summer,Weekend,0.32366193364996054,7144.605532110107
Water Heater,2995,2.814962908270184,3,1,6,Urban,Medium,Summer,Weekend,7.309515660203397,7144.605532110107
Computer,155,1.3470708963569995,3,9,6,Urban,Medium,Summer,Weekday,0.2094223769021409,7144.605532110107
Refrigerator,246,15.341466968886413,2,2,3,Rural,Low,Summer,Weekend,3.5324648183879104,5728.628497099189
Washing Machine,521,1.2602655358503023,4,8,3,Rural,Low,Summer,Weekend,0.6093232633971909,5728.628497099189
Air Conditioner,1476,4.25318188297137,3,0,3,Rural,Low,Summer,Weekend,5.336041990375881,5728.628497099189
Television,94,4.989381454233763,2,0,3,Rural,Low,Summer,Weekend,0.42210167102817636,5728.628497099189
Microwave,1005,1.1690664543106357,5,6,3,Rural,Low,Summer,Weekday,0.9869259007290387,5728.628497099189
Fan,33,17.713520109728403,1,7,3,Rural,Low,Summer,Weekend,0.6330634952015834,5728.628497099189
Lighting,76,6.076156279925275,3,8,3,Rural,Low,Summer,Weekday,0.4553228469924803,5728.628497099189
Water Heater,3004,3.8630289627097265,3,9,3,Rural,Low,Summer,Weekend,11.639352620991957,5728.628497099189
Computer,120,2.72103416106555,5,2,3,Rural,Low,Summer,Weekend,0.25468879747573553,5728.628497099189
Refrigerator,179,13.60312659303874,4,6,2,Urban,High,Winter,Weekend,2.1817238554979257,8639.793253073021
Washing Machine,482,1.5601526376654702,4,4,2,Urban,High,Winter,Weekend,0.6497224456505098,8639.793253073021
Air Conditioner,1485,7.1387845703264725,2,2,2,Urban,High,Winter,Weekend,9.922625001370985,8639.793253073021
Television,116,6.501466970986022,5,7,2,Urban,High,Winter,Weekend,0.6448154941823937,8639.793253073021
Microwave,985,1.5005264345678597,3,1,2,Urban,High,Winter,Weekday,1.2814420724887794,8639.793253073021
Fan,81,4.396189454091355,5,10,2,Urban,High,Winter,Weekend,0.3204822112032598,8639.793253073021
Lighting,82,7.468646104279583,1,10,2,Urban,High,Winter,Weekend,0.6981690378280555,8639.793253073021
Water Heater,3005,7.333094562241027,5,9,2,Urban,High,Winter,Weekend,19.501815006187844,8639.793253073021
Computer,190,4.376882840247659,4,10,2,Urban,High,Winter,Weekday,0.798343430061173,8639.793253073021
Refrigerator,209,11.039353010506925,5,0,3,Rural,Low,Monsoon,Weekday,1.7304185843969606,7674.165257740959
Washing Machine,470,0.4275345430937725,2,4,3,Rural,Low,Monsoon,Weekday,0.19531488066695904,7674.165257740959
Air Conditioner,1503,4.334487557663532,3,9,3,Rural,Low,Monsoon,Weekday,6.534279003565793,7674.165257740959
Television,137,1.5124574300962197,1,1,3,Rural,Low,Monsoon,Weekday,0.20078326121756349,7674.165257740959
Microwave,958,1.3254217618625448,2,5,3,Rural,Low,Monsoon,Weekday,1.2570565073856748,7674.165257740959
Fan,127,3.96282539947992,4,0,3,Rural,Low,Monsoon,Weekday,0.40262306058715985,7674.165257740959
Lighting,31,6.2767353704708775,2,3,3,Rural,Low,Monsoon,Weekday,0.18562817184630573,7674.165257740959
Water Heater,3002,6.3282554335102255,1,7,3,Rural,Low,Monsoon,Weekday,20.574208904743703,7674.165257740959
Computer,104,8.541058069201585,2,6,3,Rural,Low,Monsoon,Weekend,0.8953761995105406,7674.165257740959
Refrigerator,242,13.358204103982759,4,5,1,Urban,High,Winter,Weekend,2.8447631459841687,7478.839928590533
Washing Machine,496,0.43798386343530277,2,0,1,Urban,High,Winter,Weekend,0.19551599663751915,7478.839928590533
Air Conditioner,1541,5.867079424983088,3,0,1,Urban,High,Winter,Weekday,7.684993984814097,7478.839928590533
Television,78,3.352876010615601,1,9,1,Urban,High,Winter,Weekday,0.29316877261620694,7478.839928590533
Microwave,1031,1.4164071065491577,2,2,1,Urban,High,Winter,Weekday,1.3668555203336419,7478.839928590533
Fan,110,6.13482315369502,5,7,1,Urban,High,Winter,Weekday,0.5769801176050168,7478.839928590533
Lighting,82,4.83229903459476,4,8,1,Urban,High,Winter,Weekday,0.36771862733652283,7478.839928590533
Water Heater,2997,5.824772393357497,3,9,1,Urban,High,Winter,Weekday,17.509213391481094,7478.839928590533
Computer,198,1.6525471704142054,3,8,1,Urban,High,Winter,Weekday,0.32262347898562443,7478.839928590533
Refrigerator,168,10.054717502547236,4,4,3,Urban,Medium,Monsoon,Weekday,1.4594623549297367,8273.383124461061
Washing Machine,470,1.4701867254810879,1,10,3,Urban,Medium,Monsoon,Weekday,0.7877260475127668,8273.383124461061
Air Conditioner,1477,6.0733607437137165,2,4,3,Urban,Medium,Monsoon,Weekday,8.719183911548136,8273.383124461061
Television,72,3.1920397200674406,1,9,3,Urban,Medium,Monsoon,Weekday,0.2576359098860832,8273.383124461061
Microwave,957,1.5704351474165084,4,8,3,Urban,Medium,Monsoon,Weekend,1.3946971726800113,8273.383124461061
Fan,123,4.9849732845124555,5,6,3,Urban,Medium,Monsoon,Weekend,0.5150474397558269,8273.383124461061
Lighting,10,4.169304230511461,5,0,3,Urban,Medium,Monsoon,Weekday,0.03126978172883595,8273.383124461061
Water Heater,3000,8.489700260753448,4,0,3,Urban,Medium,Monsoon,Weekend,20.375280625808276,8273.383124461061
Computer,148,7.116555515382057,5,9,3,Urban,Medium,Monsoon,Weekend,0.9321264414047418,8273.383124461061
Refrigerator,206,11.73683283065352,3,2,5,Rural,High,Monsoon,Weekday,2.1373242057933286,5304.840152910176
Washing Machine,505,1.8822873608488653,2,2,5,Rural,High,Monsoon,Weekend,0.8897195897260418,5304.840152910176
Air Conditioner,1464,4.45499375708279,1,1,5,Rural,High,Monsoon,Weekend,6.319925423697759,5304.840152910176
Television,90,9.474673449733226,3,1,5,Rural,High,Monsoon,Weekend,0.7393087692826836,5304.840152910176
Microwave,1003,1.000907534412072,4,3,5,Rural,High,Monsoon,Weekday,0.8513158979489812,5304.840152910176
Fan,85,6.127759825282238,2,6,5,Rural,High,Monsoon,Weekday,0.5250264618301823,5304.840152910176
Lighting,52,8.678834680829297,1,7,5,Rural,High,Monsoon,Weekend,0.48875725388558267,5304.840152910176
Water Heater,3014,2.95070025459659,1,9,5,Rural,High,Monsoon,Weekend,9.969513246003968,5304.840152910176
Computer,130,1.530164144102589,3,4,5,Rural,High,Monsoon,Weekday,0.182609788957203,5304.840152910176
Refrigerator,199,18.978858419563483,3,0,6,Rural,High,Summer,Weekend,3.2102739016691633,7708.229839746851
Washing Machine,549,0.3119072084867903,5,2,6,Rural,High,Summer,Weekday,0.13356490481821337,7708.229839746851
Air Conditioner,1518,7.111419164647096,3,9,6,Rural,High,Summer,Weekday,10.827519694810093,7708.229839746851
Television,89,3.4623970640271207,5,5,6,Rural,High,Summer,Weekday,0.2542265044261913,7708.229839746851
Microwave,1002,0.3627849420685508,5,1,6,Rural,High,Summer,Weekday,0.2780855416438062,7708.229839746851
Fan,39,6.1331553437252415,1,8,6,Rural,High,Summer,Weekday,0.2635907503626234,7708.229839746851
Lighting,48,6.4274182317848805,4,8,6,Rural,High,Summer,Weekday,0.2863029177166257,7708.229839746851
Water Heater,3016,4.795646800894696,1,9,6,Rural,High,Summer,Weekend,16.21377491242971,7708.229839746851
Computer,105,7.372848122472987,5,6,6,Rural,High,Summer,Weekend,0.6502852044021175,7708.229839746851
Refrigerator,223,9.648631082650704,2,5,1,Rural,Low,Winter,Weekday,2.130128284116796,7580.307648185095
Washing Machine,452,1.0834952629505865,3,3,1,Rural,Low,Winter,Weekend,0.4412556128271523,7580.307648185095
Air Conditioner,1511,6.347594634416921,2,9,1,Rural,Low,Winter,Weekend,10.185870853145412,7580.307648185095
Television,107,4.953937144006974,5,10,1,Rural,Low,Winter,Weekday,0.4770641469678716,7580.307648185095
Microwave,990,0.9297302282066863,4,9,1,Rural,Low,Winter,Weekday,0.8688886820728408,7580.307648185095
Fan,71,1.6183809829857307,1,0,1,Rural,Low,Winter,Weekday,0.10915979730238752,7580.307648185095
Lighting,82,2.1405449025306553,5,0,1,Rural,Low,Winter,Weekday,0.1316435115056353,7580.307648185095
Water Heater,3007,5.000645397601735,1,8,1,Rural,Low,Winter,Weekday,16.570708663068434,7580.307648185095
Computer,151,4.929327812838094,2,0,1,Rural,Low,Winter,Weekday,0.669895649764697,7580.307648185095
Refrigerator,216,11.822062601527513,4,0,1,Rural,Medium,Monsoon,Weekend,2.0428524175439544,3842.620398676315
Washing Machine,479,1.4759472387857913,3,9,1,Rural,Medium,Monsoon,Weekend,0.7090996635605291,3842.620398676315
Air Conditioner,1490,3.977414455446743,1,4,1,Rural,Medium,Monsoon,Weekday,6.080432574619654,3842.620398676315
Television,112,2.813348014395782,1,10,1,Rural,Medium,Monsoon,Weekday,0.3592082744780534,3842.620398676315
Microwave,999,0.8391405458574689,4,9,1,Rural,Medium,Monsoon,Weekend,0.7913565266141612,3842.620398676315
Fan,37,7.909781394173965,2,6,1,Rural,Medium,Monsoon,Weekend,0.2950032068771123,3842.620398676315
Lighting,99,2.3004900373647956,2,2,1,Rural,Medium,Monsoon,Weekday,0.21317260882237143,3842.620398676315
Water Heater,2950,1.620590016969247,2,3,1,Rural,Medium,Monsoon,Weekend,4.560826484756552,3842.620398676315
Computer,197,4.494783575167643,1,7,1,Rural,Medium,Monsoon,Weekday,0.958966570545592,3842.620398676315
Refrigerator,248,18.67108583578425,1,6,5,Rural,High,Monsoon,Weekend,4.926776761660062,11335.553960602698
Washing Machine,464,2.2575894125024134,4,0,5,Rural,High,Monsoon,Weekend,0.8380171899208959,11335.553960602698
Air Conditioner,1496,6.410050486976788,5,8,5,Rural,High,Monsoon,Weekday,8.342808909810028,11335.553960602698
Television,93,5.604154462107197,5,6,5,Rural,High,Monsoon,Weekday,0.4377965465798143,11335.553960602698
Microwave,1030,0.9286255195529594,1,9,5,Rural,High,Monsoon,Weekend,1.0722188836414335,11335.553960602698
Fan,41,3.855829560826034,2,7,5,Rural,High,Monsoon,Weekday,0.16219932630570796,11335.553960602698
Lighting,101,3.308499508371719,2,3,5,Rural,High,Monsoon,Weekend,0.31878716162964865,11335.553960602698
Water Heater,3008,10.180869343607226,3,8,5,Rural,High,Monsoon,Weekend,30.195318215772545,11335.553960602698
Computer,163,6.76688444983355,3,0,5,Rural,High,Monsoon,Weekday,0.9375518405244384,11335.553960602698
Refrigerator,184,10.224564507987461,4,2,3,Rural,Medium,Summer,Weekday,1.5652581313987848,9224.755866559864
Washing Machine,476,2.1215654540145055,4,8,3,Rural,Medium,Summer,Weekend,0.9371548648709195,9224.755866559864
Air Conditioner,1466,6.5077769811463355,2,5,3,Rural,Medium,Summer,Weekday,9.444997043816924,9224.755866559864
Television,128,6.431797559860769,2,7,3,Rural,Medium,Summer,Weekend,0.8446751099413953,9224.755866559864
Microwave,1020,0.5809896449279452,1,0,3,Rural,Medium,Summer,Weekday,0.5629789659351789,9224.755866559864
Fan,40,6.503853060175626,5,9,3,Rural,Medium,Summer,Weekend,0.23023639833021714,9224.755866559864
Lighting,106,3.466116012368891,1,3,3,Rural,Medium,Summer,Weekend,0.3699801553922802,9224.755866559864
Water Heater,3024,8.135579374470057,2,4,3,Rural,Medium,Summer,Weekend,23.91313625160232,9224.755866559864
Computer,116,5.038188733190995,2,4,3,Rural,Medium,Summer,Weekday,0.5680658560447511,9224.755866559864
Refrigerator,205,11.235947477701826,4,2,3,Rural,High,Summer,Weekday,1.9164032017968238,7861.292808177244
Washing Machine,471,2.0394828458142484,1,2,3,Rural,High,Summer,Weekend,0.9490692633339688,7861.292808177244
Air Conditioner,1454,5.742828082184821,3,3,3,Rural,High,Summer,Weekday,7.523414900378554,7861.292808177244
Television,53,2.3513475470553074,2,8,3,Rural,High,Summer,Weekday,0.13010476247366426,7861.292808177244
Microwave,957,0.8415277455042786,1,9,3,Rural,High,Summer,Weekend,0.9027884407937533,7861.292808177244
Fan,104,9.050290204142106,2,3,3,Rural,High,Summer,Weekday,0.8979335928941633,7861.292808177244
Lighting,71,2.9613229734138184,2,6,3,Rural,High,Summer,Weekday,0.21193596256128017,7861.292808177244
Water Heater,2997,6.29176519838178,2,8,3,Rural,High,Summer,Weekday,19.686102792730402,7861.292808177244
Computer,160,3.2185930542140184,2,8,3,Rural,High,Summer,Weekday,0.5376337837759095,7861.292808177244
Refrigerator,184,15.664242555760968,1,5,4,Rural,High,Summer,Weekend,3.011920558621719,8663.769858472268
Washing Machine,488,0.4373968641281364,1,9,4,Rural,High,Summer,Weekend,0.2392770797275687,8663.769858472268
Air Conditioner,1496,16.26526876505977,5,5,4,Rural,High,Summer,Weekday,20.074594709836767,8663.769858472268
Television,100,1.442602606181133,1,10,4,Rural,High,Summer,Weekday,0.16445669710464914,8663.769858472268
Microwave,1019,0.8655582112606293,4,8,4,Rural,High,Summer,Weekday,0.8184995424308112,8663.769858472268
Fan,128,7.526982000985595,1,3,4,Rural,High,Summer,Weekend,0.9701978719990393,8663.769858472268
Lighting,47,5.8514912132936665,3,1,4,Rural,High,Summer,Weekend,0.23844241545050363,8663.769858472268
Water Heater,2983,4.19644300758114,5,2,4,Rural,High,Summer,Weekday,9.764031803459341,8663.769858472268
Computer,125,8.550278675423574,5,1,4,Rural,High,Summer,Weekend,0.8176203983373792,8663.769858472268
Refrigerator,239,17.539384638856166,5,7,3,Urban,Medium,Summer,Weekend,3.584085554027064,4496.7150109475615
